text_a,text_b,labels
"Good spreads , great beverage selections and bagels really tasty .",selections,1
THE BIG COMPLAINT : NO TOASTING AVAILABLE .,AVAILABLE,0
THE BIG COMPLAINT : NO TOASTING AVAILABLE .,COMPLAINT,0
Murray won ' t do it .,Murray,0
Murray won ' t do it .,t,0
Won ' t or Can ' t is not in the service directory .,service,0
Won ' t or Can ' t is not in the service directory .,t,0
Won ' t or Can ' t is not in the service directory .,Won,0
Won ' t or Can ' t is not in the service directory .,directory,0
But who says Murray ' s is anything about service .,service,1
But who says Murray ' s is anything about service .,Murray,0
Don ' t be fooled by crowds of people .,t,0
Don ' t be fooled by crowds of people .,crowds,0
Don ' t be fooled by crowds of people .,people,0
Don ' t be fooled by crowds of people .,Don,0
The service is awful .,service,1
This place is not worth the prices .,place,1
This place is not worth the prices .,prices,0
"Also , don ' t plan on asking for your favorite roll , if it ' s not on the menu , you can ' t have it .",menu,0
"Also , don ' t plan on asking for your favorite roll , if it ' s not on the menu , you can ' t have it .",t,0
"Also , don ' t plan on asking for your favorite roll , if it ' s not on the menu , you can ' t have it .",plan,0
"Also , don ' t plan on asking for your favorite roll , if it ' s not on the menu , you can ' t have it .",roll,0
"Also , don ' t plan on asking for your favorite roll , if it ' s not on the menu , you can ' t have it .",don,0
Love Pizza 33 . .,Pizza,1
Love Pizza 33 . .,Love,0
I will be out with friends and all of a sudden I am hungry and I only crave one thing . . . their Pizza .,friends,0
I will be out with friends and all of a sudden I am hungry and I only crave one thing . . . their Pizza .,Pizza,1
I will be out with friends and all of a sudden I am hungry and I only crave one thing . . . their Pizza .,thing,0
It hits the spot every time,spot,0
It hits the spot every time,time,0
This tiny Williamsburg spot is always pleasantly surprising .,spot,1
This tiny Williamsburg spot is always pleasantly surprising .,Williamsburg,1
The pizza is delicious and the proprietor is one of the nicest in NYC .,pizza,1
The pizza is delicious and the proprietor is one of the nicest in NYC .,NYC,0
The pizza is delicious and the proprietor is one of the nicest in NYC .,proprietor,1
I ' ve been many time and have never been disappointed .,time,0
They even scoop it out nice ( for those on a diet ) not too much not to little .,diet,0
The cream cheeses are out of this world and I love that coffee ! !,world,0
The cream cheeses are out of this world and I love that coffee ! !,cream,1
The cream cheeses are out of this world and I love that coffee ! !,coffee,1
The cream cheeses are out of this world and I love that coffee ! !,cheeses,1
A little crowded but they move that line really fast !,line,0
A little pricey but it really hits the spot on a Sunday morning !,morning,0
A little pricey but it really hits the spot on a Sunday morning !,spot,0
A little pricey but it really hits the spot on a Sunday morning !,Sunday,0
"Bagels are ok , but be sure not to make any special requests !",Bagels,1
"Bagels are ok , but be sure not to make any special requests !",requests,0
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,cheese,0
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,manager,1
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,business,0
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,sandwich,0
Be sure not to get anything other than bagels ! . .,bagels,1
the turkey burgers are scary !,turkey,1
the turkey burgers are scary !,burgers,1
The worst excuse for Japanese food I ' ve ever encountered .,excuse,0
The worst excuse for Japanese food I ' ve ever encountered .,food,1
The soup for the udon was soy sauce and water .,soy,0
The soup for the udon was soy sauce and water .,udon,1
The soup for the udon was soy sauce and water .,sauce,0
The soup for the udon was soy sauce and water .,water,0
The soup for the udon was soy sauce and water .,soup,1
The sushi was awful !,sushi,1
The rice was poor quality and was cooked so badly it was hard .,rice,1
The rice was poor quality and was cooked so badly it was hard .,quality,0
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",rice,1
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",seasoning,0
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",sushi,1
"The fish was adequate , but inexpertly sliced .",fish,1
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine .,restaurant,0
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine .,idea,0
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine .,one,0
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine .,cuisine,1
"Good , fast service .",service,1
Food is great and inexpensive .,Food,1
The location is perfect .,location,1
Give it a try and enjoy .,try,0
"Well , this place is so Ghetto its not even funny .",Ghetto,0
"Well , this place is so Ghetto its not even funny .",place,1
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,dollar,0
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,system,0
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,music,1
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,bottle,1
Awsome Pizza especially the Margheritta slice .,Pizza,1
Awsome Pizza especially the Margheritta slice .,Awsome,0
Awsome Pizza especially the Margheritta slice .,slice,1
Awsome Pizza especially the Margheritta slice .,Margheritta,1
Always busy but fast moving .,moving,0
Great atmoshere and worth every bit .,bit,0
Great atmoshere and worth every bit .,atmoshere,1
Open late ( well as late as I ever got there and I ' m a night person ),m,0
Open late ( well as late as I ever got there and I ' m a night person ),person,0
Open late ( well as late as I ever got there and I ' m a night person ),night,0
Winnie and her staff are the best crew you can find serving you .,crew,0
Winnie and her staff are the best crew you can find serving you .,Winnie,1
Winnie and her staff are the best crew you can find serving you .,staff,1
The food is reliable and the price is moderate .,food,1
The food is reliable and the price is moderate .,price,0
"For authentic Thai food , look no further than Toons .",food,1
"For authentic Thai food , look no further than Toons .",Thai,1
"For authentic Thai food , look no further than Toons .",Toons,0
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .",menu,1
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .",Pad,1
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .",Thai,1
"Try the Pad Thai , or sample anything on the appetizer menu . . . they ' re all delicious .",appetizer,1
Everything about this restaurant was special .,restaurant,1
"The service was attentive , yet discreet .",service,1
The flavors robust and subtle .,flavors,0
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,meal,0
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,party,0
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,brioche,1
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,touch,0
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,lollies,1
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,favors,0
I ' m saving up for my next visit .,visit,0
I ' m saving up for my next visit .,m,0
The place was quiet and delightful .,place,1
Service was good and food is wonderful .,Service,1
Service was good and food is wonderful .,food,1
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),crab,1
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),salmon,1
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),salad,1
It is definitely a good spot for snacks and chat .,snacks,0
It is definitely a good spot for snacks and chat .,chat,0
It is definitely a good spot for snacks and chat .,spot,1
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",hipster,0
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",night,0
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",degree,0
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",city,0
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",year,0
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",Lucky,1
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",Strike,1
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city .",certainty,0
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",part,0
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",wait,1
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",beautification,0
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",staff,1
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",b,0
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",s,1
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",way,0
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",cuter,0
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",perfection,0
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",food,1
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",sauce,1
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",shoestring,0
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",fries,1
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",crispy,0
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",tomato,1
"The food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",mussels,1
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",part,0
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",night,1
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",LS,0
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",BTs,0
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",atmosphere,1
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",martini,1
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",glass,0
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",Vanilla,1
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",Shanty,1
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",homey,0
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",drinks,0
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",music,1
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",Saturday,0
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",nights,0
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",requests,0
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",house,1
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",taste,0
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",DJ,1
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",lady,1
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",music,0
You can ' t go wrong with this place .,place,1
You can ' t go wrong with this place .,t,0
Suan is a great place that I often take my friends ( classmates ) too .,friends,0
Suan is a great place that I often take my friends ( classmates ) too .,place,0
Suan is a great place that I often take my friends ( classmates ) too .,classmates,0
Suan is a great place that I often take my friends ( classmates ) too .,Suan,1
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",fact,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",prices,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",College,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",Hutner,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",location,1
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",Suan,1
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",students,0
I LOVE their Thai,Thai,1
noodles with shrimp and chicken and coconut juice is the MUST !,noodles,1
noodles with shrimp and chicken and coconut juice is the MUST !,MUST,0
noodles with shrimp and chicken and coconut juice is the MUST !,shrimp,1
noodles with shrimp and chicken and coconut juice is the MUST !,coconut,1
noodles with shrimp and chicken and coconut juice is the MUST !,chicken,1
noodles with shrimp and chicken and coconut juice is the MUST !,juice,1
I will go back to Suan soon !,Suan,1
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,feature,0
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,summer,0
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,terrace,1
In summer - eat outside on a terrace ( another great feature of Suan ) ! ! !,Suan,0
I cannot imagine a friendlier staff working in a restaurant .,restaurant,0
I cannot imagine a friendlier staff working in a restaurant .,staff,1
I cannot imagine better Indian food in all of the city .,city,0
I cannot imagine better Indian food in all of the city .,food,1
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",staff,1
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",months,0
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",chef,1
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",course,0
The food now is inconsistent .,food,1
This is the kind of place you ' d like to take all your friends to and still keep a secret .,kind,0
This is the kind of place you ' d like to take all your friends to and still keep a secret .,friends,0
This is the kind of place you ' d like to take all your friends to and still keep a secret .,place,1
This is the kind of place you ' d like to take all your friends to and still keep a secret .,secret,0
The setting is casual and romantic .,setting,1
Prices are very good .,Prices,0
The food is excellent !,food,1
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",balsamic,1
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",vinegar,1
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",icecream,1
"Do not get the Go Go Hamburgers , no matter what the reviews say .",Go,1
"Do not get the Go Go Hamburgers , no matter what the reviews say .",Hamburgers,1
"Do not get the Go Go Hamburgers , no matter what the reviews say .",reviews,0
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,off,0
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,buns,0
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,meat,0
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,patties,0
They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,rip,0
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim,1
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",Chinatown,0
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",rest,0
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",sum,1
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",standards,0
Steamed fresh so brought hot hot hot to your table .,table,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",tables,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",wait,1
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",gig,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",t,1
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",dim,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",sleek,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",Chinatown,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",sum,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",alternative,0
"The wait here is long for dim sum , but if you don ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",atmosphere,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",custards,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",tips,0
"A few tips : skip the turnip cake , roast pork buns and egg custards .",buns,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",cake,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",turnip,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",egg,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",roast,1
"A few tips : skip the turnip cake , roast pork buns and egg custards .",pork,1
These are overpriced and you can get better just around the corner :,corner,0
The food was exceptional .,food,1
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",wine,1
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",special,0
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",lamb,1
The service was friendly and the atmosphere was casual .,service,1
The service was friendly and the atmosphere was casual .,atmosphere,1
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,1
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,1
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,bit,0
this little place has a cute interior decor and affordable city prices .,city,0
this little place has a cute interior decor and affordable city prices .,place,1
this little place has a cute interior decor and affordable city prices .,prices,0
this little place has a cute interior decor and affordable city prices .,decor,1
"the pad se ew chicken was delicious , however the pad thai was far too oily .",chicken,1
"the pad se ew chicken was delicious , however the pad thai was far too oily .",ew,1
"the pad se ew chicken was delicious , however the pad thai was far too oily .",pad,1
"the pad se ew chicken was delicious , however the pad thai was far too oily .",thai,1
"Have eaten at Ginger House several times , and it ' s always good .",House,1
"Have eaten at Ginger House several times , and it ' s always good .",Ginger,1
"Have eaten at Ginger House several times , and it ' s always good .",times,0
The fried dumplings are GREAT !,dumplings,1
Finally a reliable Chinese restaurant !,restaurant,1
This place would be so much better served by being run by a group that actually understands customer service .,service,1
This place would be so much better served by being run by a group that actually understands customer service .,group,0
This place would be so much better served by being run by a group that actually understands customer service .,place,0
This place would be so much better served by being run by a group that actually understands customer service .,customer,1
"The only thing you can do here is walk in and eat . . but planning an event , especially a small , intimate one , forget about it .",event,0
"The only thing you can do here is walk in and eat . . but planning an event , especially a small , intimate one , forget about it .",thing,0
"The only thing you can do here is walk in and eat . . but planning an event , especially a small , intimate one , forget about it .",one,0
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",run,0
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",place,0
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",date,0
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",event,0
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",time,0
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",answers,0
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",responsibility,0
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",end,0
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",person,0
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",restaurant,0
"Terrible , terrible management - deserves to be shut - down .",management,1
"Terrible , terrible management - deserves to be shut - down .",down,0
"Terrible , terrible management - deserves to be shut - down .",deserves,0
"delicious bagels , especially when right out of the oven .",oven,0
"delicious bagels , especially when right out of the oven .",bagels,1
Spreads and toppings are great - though a bit pricey .,toppings,1
Spreads and toppings are great - though a bit pricey .,bit,0
Spreads and toppings are great - though a bit pricey .,Spreads,1
Service is fast and friendly .,Service,1
"Only drawback - they won ' t toast your bagel , and they don ' t make eggs for the bagel .",drawback,0
"Only drawback - they won ' t toast your bagel , and they don ' t make eggs for the bagel .",t,0
"Only drawback - they won ' t toast your bagel , and they don ' t make eggs for the bagel .",eggs,0
"Only drawback - they won ' t toast your bagel , and they don ' t make eggs for the bagel .",bagel,0
"Only drawback - they won ' t toast your bagel , and they don ' t make eggs for the bagel .",toast,0
"Been there , done that , and New York , it ' s not that big a deal .",New,0
"Been there , done that , and New York , it ' s not that big a deal .",deal,0
"Been there , done that , and New York , it ' s not that big a deal .",York,0
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",food,1
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",thing,0
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",matter,0
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",opinion,0
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",ambience,1
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",celebrities,0
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",hype,0
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",ride,0
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",in,0
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",parts,0
"Rao is a good restaurant , but it ' s nothing special .",restaurant,0
"Rao is a good restaurant , but it ' s nothing special .",Rao,1
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .",night,0
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .",Spice,0
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .",place,0
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .",cuisine,1
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .",Grill,0
You must try the shrimp appetizers .,appetizers,1
You must try the shrimp appetizers .,shrimp,1
Even my Indian friend couldn ' t believe how good and tasty everything was .,couldn,0
Even my Indian friend couldn ' t believe how good and tasty everything was .,t,0
Even my Indian friend couldn ' t believe how good and tasty everything was .,friend,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,friend,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,place,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,1
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,staff,1
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,guest,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,time,0
"Great food , great prices , great service .",service,1
"Great food , great prices , great service .",prices,0
"Great food , great prices , great service .",food,1
"If you are looking for a good quality , cheap eats - this is the place .",eats,1
"If you are looking for a good quality , cheap eats - this is the place .",place,0
"If you are looking for a good quality , cheap eats - this is the place .",quality,0
it ' s a perfect place to have a amanzing indian food .,place,0
it ' s a perfect place to have a amanzing indian food .,food,1
I really loved the different and inovated touch that ' s the cheff gives to the food .,touch,0
I really loved the different and inovated touch that ' s the cheff gives to the food .,food,0
I really loved the different and inovated touch that ' s the cheff gives to the food .,cheff,1
"also it ' s great to have dinner in a very romantic and confortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",service,1
"also it ' s great to have dinner in a very romantic and confortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",place,1
"also it ' s great to have dinner in a very romantic and confortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",dinner,0
"Their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",experience,0
"Their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",bagels,1
"Their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",bagel,1
Great bagels made the old - fashioned way .,way,0
Great bagels made the old - fashioned way .,bagels,1
Drawbacks : service is slow and they don ' t toast !,service,1
Drawbacks : service is slow and they don ' t toast !,t,0
Drawbacks : service is slow and they don ' t toast !,toast,0
Drawbacks : service is slow and they don ' t toast !,Drawbacks,0
The food was absolutely amazing ! !,food,1
The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,clams,1
The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,appetizers,0
The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,octopus,1
"The lamb was tender so full of flavor , the dessert was divine ! !",dessert,1
"The lamb was tender so full of flavor , the dessert was divine ! !",flavor,0
"The lamb was tender so full of flavor , the dessert was divine ! !",lamb,1
The waiter was attentive .,waiter,1
The place itself is beautiful the bar scene seems to be happening .,place,1
The place itself is beautiful the bar scene seems to be happening .,bar,1
The place itself is beautiful the bar scene seems to be happening .,scene,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",stuff,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",kanish,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",potato,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",waiter,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",Downtown,0
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",Dinner,0
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",Prixe,0
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",fix,0
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",Appetizers,1
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion . . try the potato stuff kanish best one .",suggestion,0
