prefix,input_text,target_text
TASD,Bon accueil mais service un peu long.,"The review expressed positive opinion on service general for accueil , negative opinion on service general for service"
TASD,Nous n'avons goûté que les pizzas qui étaient quelconques.,The review expressed negative opinion on food quality for pizzas
TASD,Tarifs très raisonnables.,The review expressed positive opinion on restaurant prices for NULL
TASD,"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.","The review expressed negative opinion on service general for serveuses , negative opinion on service general for Service , negative opinion on food quality for galette œuf jambon fromage , negative opinion on service general for NULL , negative opinion on food style_options for galette œuf jambon fromage"
TASD,Gros effort à faire sur la cuisine et le service.,"The review expressed negative opinion on food quality for cuisine , negative opinion on service general for service"
TASD,Quel horrible souvenir !,The review expressed negative opinion on restaurant general for NULL
TASD,Nous avons été attiré comme les autres personnes par la terrasse et les prix bas.,"The review expressed positive opinion on ambience general for terrasse , positive opinion on restaurant prices for NULL"
TASD,Mais dès que nous avons été installé ce fut un désastre.,The review expressed negative opinion on restaurant general for NULL
TASD,"Nous avons demandé du Coca-Cola et on nous a servi du soda discount sans nous en avoir informé, qui plus est il était chaud.","The review expressed negative opinion on drinks quality for soda , negative opinion on service general for NULL"
TASD,"Lorsque nous l'avons fait remarqué, les serveuses ont pris l'air de ne pas comprendre.",The review expressed negative opinion on service general for serveuses
TASD,"L'entrée était très maigre, surtout de la salade.",The review expressed negative opinion on food style_options for entrée
TASD,Puis la serveuse et son mari le cuisiner se sont mis à parler à côté de notre table de leur fils qui était malade et qui n'arrivait pas aller aux toilettes (ils ont bien sur prononcé des mots grossiers devant nous).,The review expressed negative opinion on ambience general for NULL
TASD,Cela nous a tellement dégouté que nous sommes partis avant même d'attendre le plat principal.,The review expressed negative opinion on ambience general for NULL
TASD,"La serveuse a rigolé quant nous lui avons expliqué ne pas apprécier leur conversation, nous avons donc compris le sérieux de l'établissement ....","The review expressed negative opinion on service general for serveuse , negative opinion on restaurant general for NULL"
TASD,Je vous déconseille totalement ce restaurant médiocre ou malheureusement beaucoup de touristes étrangers se font piéger.,The review expressed negative opinion on restaurant general for restaurant
TASD,Les toilettes étaient sales.,The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,"J'ai remarqué un petit écriteau qui indiqué que leur viande de canard venait des pays de l'Est, un comble pour le pays du cassoulet.",The review expressed negative opinion on food quality for viande de canard
TASD,"Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon","The review expressed negative opinion on food quality for pièce de bœuf , negative opinion on food quality for desset crème caramel au beurre salé"
TASD,Je déconseille ce restaurant,The review expressed negative opinion on restaurant general for restaurant
TASD,"Nous saluons et demandons une table, ce qui pour des restaurateurs est le comble, nous avons eu l'air de les déranger , je n'avais jamais vu ça, les clients les gonflaient, clairement !",The review expressed negative opinion on service general for restaurateurs
TASD,aucune politesse et installation à une table sale qui l'est restée même lorsque nous avons pris place.,The review expressed negative opinion on service general for NULL
TASD,"Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable.","The review expressed negative opinion on service general for serveur , negative opinion on service general for patronne , negative opinion on ambience general for ambiance"
TASD,"La nourriture, intolérable !",The review expressed negative opinion on food quality for nourriture
TASD,"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.","The review expressed negative opinion on food style_options for décoration , negative opinion on food quality for plats , negative opinion on service general for NULL , negative opinion on food quality for plat du jour , negative opinion on food quality for gambas , negative opinion on food quality for NULL"
TASD,Si encore les plats avaient pu rattrapper le personnel !!,"The review expressed negative opinion on food quality for plats , negative opinion on service general for personnel"
TASD,"La prochaine fois, eh bien il n'y en aura pas ici en tout cas !",The review expressed negative opinion on restaurant general for NULL
TASD,"Nous sommes venus courant MAI 2013 ( j'ai mis fev 2014 mais on peut pas remonter avant ) et je ne poste qu'aujourdh'ui, mais ce restaurant, qui n'en est pas un, m'a tellement fait halluciner, (car oui des gens ouvrent un resto en ayant absolument rien compris au business ) que je me suis promie de le relever !! et je me promets la prochaine fois de quitter le restaurant dès le début !",The review expressed negative opinion on restaurant general for restaurant
TASD,Il devrait être interdit de payer pour cela !,The review expressed negative opinion on restaurant general for NULL
TASD,"C'est une insulte à l'art, qu'est la cuisine.",The review expressed negative opinion on restaurant general for NULL
TASD,L'explication de ce désastre pourrait provenir d'un repreneur peu scrupeuleux ?,The review expressed negative opinion on restaurant general for NULL
TASD,Nous avons été seduits par la devanture de ce petit restaurant sans prétention.,The review expressed positive opinion on restaurant miscellaneous for restaurant
TASD,Nous avons très bien soupé.,The review expressed positive opinion on food quality for NULL
TASD,"Le repas pris était typique de la région (salade de chèvre miel, seiche à la seitoise et son excellent rizotto....).","The review expressed positive opinion on food style_options for repas , positive opinion on food quality for rizotto"
TASD,Les desserts joliment présentés et agréablement bons.,"The review expressed positive opinion on food quality for desserts , positive opinion on food style_options for desserts"
TASD,Nous y reviendrons avec grand plaisir.,The review expressed positive opinion on restaurant general for NULL
TASD,"Après s'y être rendu deux fois, je ne suis vraiment pas convaincue.",The review expressed negative opinion on restaurant general for NULL
TASD,"L'accueil n'est pas tip-top, le service non plus et les plats ne sont pas géniaux.","The review expressed negative opinion on service general for service , negative opinion on service general for accueil , negative opinion on food quality for plats"
TASD,"En effet les pâtes étaient trop cuites, mal assaisonnées, dommage pour un resto italien.",The review expressed negative opinion on food quality for pâtes
TASD,"Dommage, même si le pain est exquis.","The review expressed positive opinion on food quality for pain , negative opinion on restaurant general for NULL"
TASD,Déçu.,The review expressed negative opinion on restaurant general for NULL
TASD,"La cuisine est vraiment fade, sans saveur.",The review expressed negative opinion on food quality for cuisine
TASD,"Pour quelqu'un qui n'y connaît rien à la cuisine indienne voir épicée en général, ça passe mais pour les autres vous serez déçus.",The review expressed negative opinion on food quality for NULL
TASD,C'est très cher pour ce que c'est.,The review expressed negative opinion on restaurant prices for NULL
TASD,"J'y suis allée 2 fois pour être sûre, mais à chaque fois la déception (assiette d'entrée diverses réchauffée au micro-onde, le pain naan élastique et la viande (j'avais pris une fois du bœuf, une fois de l'agneau) remplit de petit morceaux de graisse.","The review expressed negative opinion on food quality for NULL , negative opinion on food quality for assiette d'entrée , negative opinion on food quality for pain naan , negative opinion on food quality for viande"
TASD,"Non franchement, ce n'est pas un bon restaurant indien",The review expressed negative opinion on restaurant general for restaurant indien
TASD,"La cuisine était tout simplement excellente en particulier la spécialité du restaurant, les linguini aux écrevisses.","The review expressed positive opinion on food quality for cuisine , positive opinion on food quality for linguini aux écrevisses"
TASD,Le patron a beaucoup d'humour et prend plaisir à animer la salle.,The review expressed positive opinion on service general for patron
TASD,Une perle.,The review expressed positive opinion on restaurant general for NULL
TASD,Je me dois de le dire pour vous éviter le massacre à d'autre….,The review expressed negative opinion on restaurant general for NULL
TASD,Pourtant lorsqu'à 20hoo dans un resto c'est vide c'est que c'est louche… Mais bon on avait pas mal tournée et les restos de Metz était complet ….,The review expressed negative opinion on restaurant miscellaneous for resto
TASD,"Entrée grasse et surgelée ""nem aux poireaux"", bordeaux amer, et onglet avec polenta à gerber… ( viande caoutchouc) bref on est parti en 4ème vitesse les assiettes pas débarrassées histoire de changer d'air au plus vite pour ne pas faire une scène un vendredi soir après une semaine de fou…30 euros par personne.","The review expressed negative opinion on food quality for Entrée , negative opinion on food quality for nem aux poireaux , negative opinion on food quality for onglet avec polenta , negative opinion on food quality for viande , negative opinion on restaurant general for NULL , negative opinion on restaurant prices for NULL , negative opinion on drinks quality for bordeaux"
TASD,Quel gâchis.,The review expressed negative opinion on restaurant general for NULL
TASD,"Les serveuses sont gentilles, le serveur ou chef de rang n'est pas professionnel.","The review expressed positive opinion on service general for serveuses , negative opinion on service general for serveur"
TASD,"Humour douteux, pas du tout à sa place dans ce qui se veut un bon restaurant.",The review expressed negative opinion on service general for NULL
TASD,Le but est clairement de rentabiliser la terrasse.,The review expressed negative opinion on service general for NULL
TASD,Donc tu manges et surtout tu ne t'attardes pas et on te le fait bien comprendre.,The review expressed negative opinion on service general for NULL
TASD,Aucune explication sur les plats.,The review expressed negative opinion on service general for NULL
TASD,Limite désagréable.,The review expressed negative opinion on service general for NULL
TASD,Je n'y retournerai pas.,The review expressed negative opinion on restaurant general for NULL
TASD,"Le cadre est très plaisant, classe mais un peu cher pour la qualité.","The review expressed positive opinion on ambience general for cadre , negative opinion on restaurant prices for NULL , negative opinion on food quality for NULL"
TASD,C'est la deuxième fois que nous y allons entre midi et deux et un peu déçue par rapport à la 1ère fois.,The review expressed negative opinion on restaurant general for NULL
TASD,"Le service est impeccable, personnel agréable.","The review expressed positive opinion on service general for service , positive opinion on service general for personnel"
TASD,"Des mets dans l'ensemble correcte mais un canard trop sec , un tiramitsu trop expresso et une gaufre à la chantilly trop chocolatée !","The review expressed negative opinion on food quality for canard , negative opinion on food quality for tiramitsu , negative opinion on food style_options for gaufre , neutral opinion on food quality for mets"
TASD,Le moelleux speculos/chocolat était a tom et pas terre.,The review expressed positive opinion on food quality for moelleux speculos/chocolat
TASD,Une addition un peu salée tout de même pour le plaisir gustatif !!!,"The review expressed negative opinion on restaurant prices for NULL , neutral opinion on food quality for NULL"
TASD,"Quasi gastronomique, des plat de qualités avec plein de saveurs un délice, y allant régulièrement le midi pour ma pause déjeuné je suis rarement déçu et l'accueil et le service sont au top, je recommande !!","The review expressed positive opinion on food style_options for NULL , positive opinion on food quality for plat , positive opinion on restaurant general for NULL , positive opinion on service general for accueil , positive opinion on service general for service , positive opinion on restaurant general for NULL"
TASD,"Repas copieux, généreux et plutôt bon.","The review expressed positive opinion on food quality for Repas , positive opinion on food style_options for Repas"
TASD,Patron gentil mais débordé (succès oblige) d'où une certaine attente qui reste supportable.,"The review expressed positive opinion on service general for Patron , negative opinion on service general for NULL , negative opinion on service general for Patron"
TASD,"Situé non loin de mon bureau , je m'y rend assez régulièrement , lors d'un autre passage j'avais étais déçu et je voulais pas rester sur une mauvaise impression car en restauration il peut avoir des jours sans , je décide d'y aller avec plusieurs collègues mais cette fois l'impression est confirmée ...",The review expressed negative opinion on restaurant general for NULL
TASD,"Viande à point servie bleu , buffet d'entrée répétitif et sans intérêt , service sans sourire , premier arriver premier oublier.","The review expressed negative opinion on food quality for Viande , negative opinion on food style_options for buffet d'entrée , negative opinion on service general for service , negative opinion on service general for NULL"
TASD,15 minutes après avoir finis le plat principal nous ne sommes toujours pas débarrassés.,The review expressed negative opinion on service general for NULL
TASD,"Pas de dessert , pas de café , la note merci et au revoir.",The review expressed negative opinion on restaurant general for NULL
TASD,Un endroit chaleureux pour manger au milieu de plein de bouteilles de vins.,The review expressed positive opinion on ambience general for endroit
TASD,Repas très copieux et bon marché !!,"The review expressed positive opinion on food style_options for Repas , positive opinion on food prices for Repas"
TASD,Avec une petite histoire sur la bouteille de vin choisie excellemment raconter par le patron fort agréable.,The review expressed positive opinion on service general for patron
TASD,Un endroit a recommander bien évidement pour le centre-ville de toulouse.,The review expressed positive opinion on restaurant general for endroit
TASD,Avis +++++,The review expressed positive opinion on restaurant general for NULL
TASD,Nous avons trouvés les prix chers pour un restaurant de quartier populaire; Que du surgelé en plus.,"The review expressed negative opinion on restaurant prices for restaurant , negative opinion on food quality for NULL"
TASD,"Et pas de rab, si vous avez encore faim ....",The review expressed negative opinion on food style_options for NULL
TASD,Je ne vous le conseille pas.,The review expressed negative opinion on restaurant general for NULL
TASD,"Le patron ne s’intéresse qu'aux habitués (les entreprises de bureau), les autres passent après...",The review expressed negative opinion on service general for patron
TASD,"Entrée, plat, dessert nous avons adoré !","The review expressed positive opinion on food quality for Entrée , positive opinion on food quality for plat , positive opinion on food quality for dessert"
TASD,"Un très bon restaurant avec une super vue sur la cathédrale St Étienne, et le personnel est accueillant !","The review expressed positive opinion on location general for vue , positive opinion on restaurant general for restaurant , positive opinion on service general for personnel"
TASD,A recommander !,The review expressed positive opinion on restaurant general for NULL
TASD,A faire avant la fermeture car c'est un endroit mythique de Lille.,The review expressed positive opinion on restaurant general for endroit
TASD,"Un peu déçue par le service (beaucoup de faux pas qu'on ne doit pas voir dans ce type de restaurant : nous nous sommes même débrouillés tout seuls pour récupérer nos manteaux et sortir du restaurant), émerveillée par le cadre, et la carte des vins mais je suis restée sur ma faim quant à la qualité des assiettes !","The review expressed negative opinion on service general for service , positive opinion on ambience general for cadre , positive opinion on drinks style_options for carte des vins , negative opinion on food quality for assiettes , negative opinion on service general for NULL"
TASD,"Dommage mais je pourrai dire ""J'y étais!"".",The review expressed negative opinion on restaurant general for NULL
TASD,"Toutes les tables alentours, arrivés après nous, ont eu leur commande rapidement et étrangement pour nous ça traîne.",The review expressed negative opinion on service general for NULL
TASD,".... mon ami va donc prendre des nouvelles de nos plats en précisant que nous sommes pressés "" je vais voir où ça en est"" puis silence radio.",The review expressed negative opinion on service general for NULL
TASD,4 plats plus tard toujours aucune trace de nos assiettes.,The review expressed negative opinion on service general for NULL
TASD,"Au bout de 40 minutes d'attente nous nous décidons à partir, bien enervés.",The review expressed negative opinion on service general for attente
TASD,J'explique le pourquoi à une serveuse qui était entrain d'encaisser et là cerise sur le gâteau : elle nous facture la bouteille d'eau sans une excuse !!,The review expressed negative opinion on service general for NULL
TASD,Dommage car les plats avaient l'air très bon contrairement aux sandwichs triangle du supermarché que nous avons dû manger en vitesse dans la rue !!,The review expressed positive opinion on food style_options for plats
TASD,"Je peux comprendre qu'on nous ai oublié, les erreurs ça arrive mais il y a des manière de faire passer la pilule.",The review expressed negative opinion on service general for NULL
TASD,Nous n'y mettrons plus les pieds !,The review expressed negative opinion on restaurant general for NULL
TASD,"Nous ne sommes pas ici dans un restau à touristes, le décor est simple et sobre, même un peu trop à mon goût, moi qui aime les intérieurs cosys et les ptits chichis, la carte des vins sur une feuille A5 pliée en deux me rebute un peu au premier abord.","The review expressed negative opinion on ambience general for décor , negative opinion on restaurant miscellaneous for NULL , positive opinion on restaurant miscellaneous for NULL"
TASD,"Mais nous ne sommes pas là non plus pour ça, mais pour manger des rognons qui apparemment ont fait ici la réputation de ce restau du vieux lille.",The review expressed positive opinion on food quality for rognons
TASD,"Les fameux plats arrivent, ni trop tôt, ni sans se faire attendre.",The review expressed positive opinion on service general for NULL
TASD,"Vraiment pas mal du tout ces petits rognons, on comprend leur succès, même si j'aurais aimé un peu plus de sauce et de garniture.","The review expressed positive opinion on food quality for rognons , negative opinion on food style_options for sauce , negative opinion on food style_options for garniture"
TASD,Mon conjoint a vraiment apprécié son dessert bon et conséquent.,"The review expressed positive opinion on food quality for dessert , positive opinion on food style_options for dessert"
TASD,"pour ma part, j'ai été agréablement surprise par la crème au spéculos.",The review expressed positive opinion on food quality for crème au spéculos
TASD,"J'y retournerai certainement pour manger un plat qui sort de ce qui peut se faire dans le vieux lille pour attraper le touriste, même si j'aurais aimé quelques euros de moins sur l'addition.",The review expressed negative opinion on restaurant prices for NULL
TASD,"Enfin, contrairement à ce que j'ai pu lire ici, le restaurant était particulièrement propre lors de mon passage.",The review expressed positive opinion on restaurant miscellaneous for restaurant
TASD,"Le lieu est propre et le service correct, quoique un peu long (mais peut-être manquait-il du personnel ce jour là).","The review expressed positive opinion on restaurant miscellaneous for lieu , positive opinion on service general for service , negative opinion on service general for service"
TASD,"J'ai apprécié d'avoir des couverts différents pour l'entrée et le plat (car combien de restaurants vous laissent désormais les mêmes couverts!),",The review expressed positive opinion on service general for NULL
TASD,ainsi que le contenu des assiettes.,The review expressed positive opinion on food quality for assiettes
TASD,L'entrée et le plat étaient assez classiques (avec un bémol pour la salade sans goût) mais le dessert était bon.,"The review expressed negative opinion on food quality for salade , positive opinion on food quality for dessert , neutral opinion on food style_options for entrée , neutral opinion on food style_options for plat"
TASD,Mes collègues aussi étaient satisfaits de leurs assiettes dans l'ensemble.,The review expressed positive opinion on food quality for assiettes
TASD,Adresse à tester sans hésiter.,The review expressed positive opinion on restaurant general for Adresse
TASD,"Nous avons pris les pâtes au foie gras et cèpes, celles-ci baignaient dans de la crème et de la crème balsamique!",The review expressed negative opinion on food quality for pâtes au foie gras et cèpes
TASD,Sans parler de l'huile!,The review expressed negative opinion on food quality for NULL
TASD,Nous avons aussi pris le risotto aux St Jacques qui était très riche en crème!,The review expressed negative opinion on food quality for risotto aux St Jacques
TASD,Et les St Jacques étaient caoutchouteuses!,The review expressed negative opinion on food quality for St Jacques
TASD,Nous sommes parties de là écoeurées!,The review expressed negative opinion on restaurant general for NULL
TASD,Très décevant.,The review expressed negative opinion on restaurant general for NULL
TASD,"Si la note est peu élevée (61,90) pour un repas et une bouteille de vin du mois.","The review expressed negative opinion on drinks prices for bouteille de vin du mois , negative opinion on food prices for repas"
TASD,"Inutile de faire le déplacement pour ce restaurant, tout y est médiocre.",The review expressed negative opinion on restaurant general for restaurant
TASD,On ne nous avait jamais fait le gag du saumon mariné dont la moitié était en salade.,The review expressed negative opinion on food quality for saumon mariné
TASD,"Les produits ne sont pas maison, ce qui se ressent sur le goût.",The review expressed negative opinion on food quality for produits
TASD,Le service est moyen.,The review expressed negative opinion on service general for service
TASD,"L'absence de clients du cru était un bon indice, piégés !",The review expressed negative opinion on restaurant general for NULL
TASD,"je cherchais avec mon amie un endroit ou passer un bon moment tout en mangeant bien, ce fut l'endroit idéal ! et on a également aussi bien bu, dans un restaurant avec un nom pareil, cela semble d'ailleurs normal...","The review expressed positive opinion on restaurant general for endroit , positive opinion on drinks quality for NULL"
TASD,Le patron est bien sympa : on recommande sans hésiter.,"The review expressed positive opinion on service general for patron , positive opinion on restaurant general for NULL"
TASD,et j'y retournerai avec mon amoureux !,The review expressed positive opinion on restaurant general for NULL
TASD,"L'accueil est agréable, par contre l'espace est restreint si l on veut déjeuner sur place.","The review expressed positive opinion on service general for accueil , negative opinion on restaurant miscellaneous for espace"
TASD,L'avantage est qu'il est possible de prendre des plats à emporter.,The review expressed positive opinion on restaurant miscellaneous for NULL
TASD,"J'ai pris un menu ""galette"" (galette + crêpe + bolée de cidre à 9€40).","The review expressed neutral opinion on food style_options for menu ""galette"""
TASD,C'est un bon rapport qualité/prix.,"The review expressed positive opinion on food prices for NULL , positive opinion on food quality for NULL"
TASD,"Les galettes sont copieuses et les crêpes excellentes, fines et légères.","The review expressed positive opinion on food style_options for galettes , positive opinion on food quality for crêpes"
TASD,Un plat et une galette du jour sont également proposés.,"The review expressed neutral opinion on food style_options for galette du jour , neutral opinion on food style_options for plat"
TASD,Un bon resto quand on sait le nombre de restos qu'il y a dans la rue.,The review expressed positive opinion on restaurant general for resto
TASD,Celui-ci a un bon rapport qualité-prix.,"The review expressed positive opinion on restaurant prices for NULL , positive opinion on restaurant general for NULL"
TASD,Dire que tout est frais?,The review expressed positive opinion on food quality for NULL
TASD,"en tout cas, c'est bon et bien cuisiné.","The review expressed positive opinion on food style_options for NULL , positive opinion on food quality for NULL"
TASD,L'accueil est sympathique.,The review expressed positive opinion on service general for accueil
TASD,très bien pour une petite sortie entre amis un samedi soir.,The review expressed positive opinion on restaurant miscellaneous for NULL
TASD,je recommande ce restaurant.,The review expressed positive opinion on restaurant general for restaurant
TASD,Nous nous sommes arrêtés par hasard et nous sommes repartis conquis.,The review expressed positive opinion on restaurant general for NULL
TASD,La carte n'est pas énormément étoffée mais c'est normal puisque que tout est frais et cuisiné sur place.,"The review expressed neutral opinion on food style_options for carte , positive opinion on food quality for NULL"
TASD,La mousse au chocolat en dessert était excellente.,The review expressed positive opinion on food quality for mousse au chocolat
TASD,"Seul bémol, le prix du vin au verre qui est trop cher.",The review expressed negative opinion on drinks prices for vin au verre
TASD,Très bien situé sur le port face à l'aquarium.,"The review expressed positive opinion on location general for port , positive opinion on location general for aquarium"
TASD,Accueil très aimable et décor lounge plutôt cosy.,"The review expressed positive opinion on service general for Accueil , positive opinion on ambience general for décor"
TASD,En revanche ce qu'il y avait dans mon assiette : danger !,The review expressed negative opinion on food quality for assiette
TASD,J'ai soulevé le couvercle de mon burger pour vérifier et suis tombé sur des feuilles de salade toutes flétries pour ne pas dire pire que ça.,The review expressed negative opinion on food quality for feuilles de salade
TASD,Les frites étaient quasiment transformées en purée tellement elles étaient imbibées de graisse.,The review expressed negative opinion on food quality for frites
TASD,Beurk.,The review expressed negative opinion on food quality for NULL
TASD,Si vous avez la santé fragile passez votre chemin.,The review expressed negative opinion on food quality for NULL
TASD,"Nous avions envie de moules frites et nous avons été un peu déçus : des moules trop cuites (voire re-cuites), sèches et fades.","The review expressed negative opinion on food quality for moules , negative opinion on restaurant general for NULL"
TASD,"Ok ce n'est pas la saison, nous ne nous y reprendrons pas.",The review expressed negative opinion on food quality for NULL
TASD,Les frites et le vin blanc étaient médiocres.,"The review expressed negative opinion on food quality for frites , negative opinion on drinks quality for vin blanc"
TASD,"Une carte correcte mais plus trop au goût du jour, sans trop d'évolution.",The review expressed neutral opinion on food style_options for carte
TASD,Cadre très agréable principalement en ext malgré un manque de jardinier .....,The review expressed positive opinion on ambience general for Cadre
TASD,"Le menu du midi en semaine est très abordable, les plats sont excellents.","The review expressed positive opinion on food prices for menu du midi , positive opinion on food quality for plats"
TASD,Service de bon niveau.,The review expressed positive opinion on service general for Service
TASD,Cadre exceptionnel ; la salle est dans une ancienne abbaye réaménagée.,The review expressed positive opinion on ambience general for Cadre
TASD,je ne vais plus dans cet établissement depuis deux mois à cause du laisser aller de la cuisine qui n'est plus à la hauteur de la qualité de la chaine.,The review expressed negative opinion on food quality for cuisine
TASD,"ce qui est régulièrement raté, ce sont les cuissons des viandes : du bleu arrivant froid à peine dégelé au centre , du saignant juste bleu, etc... les chips offertes en entrée étaient infectes : huileuses comme des éponges et au gout de brulé.","The review expressed negative opinion on food quality for viandes , negative opinion on food quality for chips"
TASD,Bref si cet établissement ne se re-saisit pas il perdra sa clientèle régulière (les gens de passage se feront piéger mais cela porte préjudice à l'ensemble de la chaine).,The review expressed negative opinion on restaurant general for établissement
TASD,nous avons constaté ces négligences trois fois avant de prendre la décision de ne plus y remettre les pieds.,The review expressed negative opinion on restaurant general for NULL
TASD,en plus nous avons attendu très longtemps une carafe d'eau et la sauce censée accompagner la viande lors de notre dernier essai.,The review expressed negative opinion on service general for NULL
TASD,bref très déçu par rapport à ce que c'était par le passé.,The review expressed negative opinion on restaurant general for NULL
TASD,"seul le vin était correct en rapport Q/P, les entrées et desserts sont inégaux quant à eux.","The review expressed neutral opinion on drinks quality for vin , neutral opinion on drinks prices for vin , negative opinion on food quality for entrées , negative opinion on food quality for desserts , negative opinion on food prices for entrées , negative opinion on food prices for desserts"
TASD,"Très déçu, peu d'amabilité, je pense que l'hygiène n'est pas au rendez-vous (serveuse cheveux détachées et gras) le cuisinier surpris en train de piquer dans les plats avec ses doigts, vaisselles très sales, viandes cuites à l'avance, nourriture sans saveur, pain vendu dès l'entrée et en libre service en salle.","The review expressed negative opinion on service general for NULL , negative opinion on restaurant miscellaneous for NULL , negative opinion on food quality for nourriture , negative opinion on restaurant general for NULL"
TASD,Passez votre chemin ça vaut mieux à surtout ne pas recommander.,The review expressed negative opinion on restaurant general for NULL
TASD,Cuisine à la fois raffinée et généreuse qui travaille avec des produits de qualité.,"The review expressed positive opinion on food quality for Cuisine , positive opinion on food style_options for Cuisine , positive opinion on food quality for produits"
TASD,Le service est très agréable !,The review expressed positive opinion on service general for service
TASD,"Ce restaurant est devenu notre préféré sur Poitiers, nous le recommandons donc vivement !!!",The review expressed positive opinion on restaurant general for restaurant
TASD,"Vraiment ravi très joli resto, accueil très sympathique avec un serveur à l'ecoute et de très bon conseil , niveau repas vraiment très bon rien à redire.","The review expressed positive opinion on ambience general for resto , positive opinion on service general for accueil , positive opinion on service general for serveur , positive opinion on food quality for repas"
TASD,Je conseille ce petit resto a tous.,The review expressed positive opinion on restaurant general for NULL
TASD,"Je pense y retourner très vite en couple cette fois ci car le cadre et magnifique, la nourriture est délicieuse et l'accueil très chaleureux","The review expressed positive opinion on ambience general for cadre , positive opinion on food quality for nourriture , positive opinion on service general for accueil"
TASD,"Nous avons très bien été accueilli, par une jolie serveuse, mais le reste a été une expérience horrible.","The review expressed positive opinion on service general for serveuse , negative opinion on restaurant general for NULL"
TASD,40 minutes montre en main pour avec une salade abîmée et des pattes réchauffer qui devaient au moins avoir 3 jours.,"The review expressed negative opinion on food quality for salade , negative opinion on food quality for pattes , negative opinion on service general for NULL"
TASD,Le pain était sec et rassi.,The review expressed negative opinion on food quality for pain
TASD,Mauvais rapport qualité/prix.,"The review expressed negative opinion on restaurant prices for NULL , negative opinion on restaurant general for NULL"
TASD,"Le cadre est charmant , bien agencé et convivial !",The review expressed positive opinion on ambience general for cadre
TASD,"Le patron sympathique et les vins servis au verre ou en bouteille sont bons ..beaucoup d'originalité dans les tapas proposées , au demeurant , fort bons ...","The review expressed positive opinion on service general for patron , positive opinion on drinks quality for vins , positive opinion on drinks style_options for vins , positive opinion on food style_options for tapas , positive opinion on food quality for tapas"
TASD,Un peu cher toutefois,The review expressed negative opinion on restaurant prices for NULL
TASD,La livraison de brunch à domicile est vraiment une idée de génie!,The review expressed positive opinion on service general for livraison
TASD,"Si l'on ajoute à cela des produits frais, du goûts et des recettes originales, c'est le paradis!","The review expressed positive opinion on food quality for produits , positive opinion on food style_options for recettes , positive opinion on restaurant general for NULL"
TASD,"Les prix sont également très raisonnables (20 euros pour la formule la plus élevée, livraison incluse) et les quantités, plus que copieuses.","The review expressed positive opinion on restaurant prices for NULL , positive opinion on food style_options for quantités"
TASD,"Les confitures maison sont un délice, je vous conseille prune - fenouil, association atypique mais divine!","The review expressed positive opinion on food quality for confitures maison , positive opinion on food style_options for prune - fenouil"
TASD,Cet endroit mériterait d'etre ouvert plus souvent et d'avoir plus de place et du personnel.,The review expressed negative opinion on restaurant general for endroit
TASD,"Car des bagels ça change des snacks habituels, la place est sympa.","The review expressed positive opinion on location general for place , positive opinion on food style_options for bagels"
TASD,Mais cette gentille patronne est vite débordée.,"The review expressed negative opinion on service general for patronne , positive opinion on service general for patronne"
TASD,"Ces bagels sont bons, peu de choix mais de qualités, et elle a toujours le sourire et le mot sympa.","The review expressed positive opinion on food quality for bagels , negative opinion on food style_options for bagels , positive opinion on service general for NULL"
TASD,Si elles améliorent certains points elle peut vite être vicitime de son succès allez y faire un tour si vous êtes curieux.,The review expressed positive opinion on restaurant general for NULL
TASD,adresse sympa pour manger sur le pouce le midi loin du gras et des snacks habituels dont on se lasse.,"The review expressed positive opinion on restaurant miscellaneous for adresse , positive opinion on food quality for NULL"
TASD,"Super ambiance, tip top entre amis.",The review expressed positive opinion on ambience general for ambiance
TASD,On a même vu une serveuse fumer en cuise !,The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,Rédibitoire pour notre groupe d'amis !,The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,Endroit à éviter le soir si vous êtes en famille car apparemment il y a quelquefois des soirées à thème et du coup les organisateurs (pas le propriétaire du lieu) nous ont fait comprendre qu'il fallait que l'on parte.,The review expressed negative opinion on restaurant miscellaneous for Endroit
TASD,Excellent restaurant.,The review expressed positive opinion on restaurant general for restaurant
TASD,Ambiance et deco super.,"The review expressed positive opinion on ambience general for Ambiance , positive opinion on ambience general for deco"
TASD,"Des hamburgers, des pizzas succulentes, des brushettas, et une escalope milanaise exceptionnelle.","The review expressed positive opinion on food quality for hamburgers , positive opinion on food quality for pizzas , positive opinion on food quality for brushettas , positive opinion on food quality for escalope milanaise"
TASD,Vous allez vous régaler.,The review expressed positive opinion on restaurant general for NULL
TASD,Les pizzas sont honnêtement très bonnes !,The review expressed positive opinion on food quality for pizzas
