prefix,input_text,target_text
ASD,"Seriously, this place kicks ass.",The review expressed [positive] opinion on [anecdotes]
ASD,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"Also, because it is so thin, it gets cold very quickly and its not that filling.",The review expressed [negative] opinion on [food]
ASD,The food is nothing like its menu description.,The review expressed [negative] opinion on [food]
ASD,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,The review expressed [positive] opinion on [food]
ASD,It's just O.K. pizza.,The review expressed [neutral] opinion on [food]
ASD,I loved it and would HIGHLY RECOMMEND.,The review expressed [positive] opinion on [anecdotes]
ASD,I've been here twice now.,The review expressed [neutral] opinion on [anecdotes]
ASD,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","The review expressed [neutral] opinion on [food], [conflict] opinion on [ambience]"
ASD,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,The review expressed [positive] opinion on [anecdotes]
ASD,"The service was a bit slow, but they were very friendly.",The review expressed [conflict] opinion on [service]
ASD,"However, I do not understand the extraordinary hype about this restaurant.",The review expressed [negative] opinion on [anecdotes]
ASD,It's a small cute restaurant.,The review expressed [positive] opinion on [ambience]
ASD,I will be returning.,The review expressed [positive] opinion on [anecdotes]
ASD,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,The review expressed [positive] opinion on [food]
ASD,Thius is a must for anyone who loves Shabu-Shabu.,The review expressed [positive] opinion on [food]
ASD,The food was absolutely horrible!,The review expressed [negative] opinion on [food]
ASD,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,The review expressed [conflict] opinion on [food]
ASD,Restaurant was dirty and unkempt.,The review expressed [negative] opinion on [ambience]
ASD,Nice place though.,The review expressed [positive] opinion on [anecdotes]
ASD,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,The review expressed [positive] opinion on [anecdotes]
ASD,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",The review expressed [neutral] opinion on [anecdotes]
ASD,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,The review expressed [conflict] opinion on [ambience]
ASD,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.","The review expressed [neutral] opinion on [anecdotes], [positive] opinion on [food], [negative] opinion on [service]"
ASD,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",The review expressed [positive] opinion on [food]
ASD,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.","The review expressed [positive] opinion on [price], [neutral] opinion on [food]"
ASD,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",The review expressed [positive] opinion on [anecdotes]
ASD,The Thai ice tea was amazingly smooth and yummy!,The review expressed [positive] opinion on [food]
ASD,We've never had any problems with the staff but maybe we've been lucky?,The review expressed [positive] opinion on [service]
ASD,Drinks way over priced.,The review expressed [negative] opinion on [price]
ASD,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,The review expressed [negative] opinion on [service]
ASD,What I didn't like was how the food came right after it was ordered.,The review expressed [negative] opinion on [food]
ASD,"But WARNING: to all those that use this site be weary, be very weary of recommendations.",The review expressed [negative] opinion on [anecdotes]
ASD,Moderate prices.,The review expressed [neutral] opinion on [price]
ASD,We had a great time at the Jekyll and hyde Pub last night.,The review expressed [positive] opinion on [anecdotes]
ASD,Try it side by side and there's no comparison.,The review expressed [positive] opinion on [anecdotes]
ASD,I think I've had some the best meals of my life at minnow.,The review expressed [positive] opinion on [food]
ASD,My biggest complaint was the un-tasty food although presented well.,The review expressed [conflict] opinion on [food]
ASD,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",The review expressed [neutral] opinion on [ambience]
ASD,So sorry I can't rate this better.,The review expressed [neutral] opinion on [anecdotes]
ASD,"Most importantly, food is excellent.",The review expressed [positive] opinion on [food]
ASD,Buon appetito!,The review expressed [positive] opinion on [anecdotes]
ASD,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",The review expressed [conflict] opinion on [ambience]
ASD,"If we were to move from the upper east side, we would genuinely miss this restaurant.",The review expressed [positive] opinion on [anecdotes]
ASD,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",The review expressed [positive] opinion on [service]
ASD,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",The review expressed [neutral] opinion on [anecdotes]
ASD,"However, service was as plain as sesame crusted Salmon I had.","The review expressed [neutral] opinion on [food], [neutral] opinion on [service]"
ASD,I would highly recommend it.,The review expressed [positive] opinion on [anecdotes]
ASD,It's great to go for a quick lunch either alone or with a friend.,The review expressed [positive] opinion on [anecdotes]
ASD,The food was mediocre at best but it was the horrible service that made me vow never to go back.,"The review expressed [neutral] opinion on [food], [negative] opinion on [service]"
ASD,LLOOVVE THIS PLACE.,The review expressed [positive] opinion on [anecdotes]
ASD,So some of the reviews here are accurate about the crowd and noise.,The review expressed [neutral] opinion on [anecdotes]
ASD,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.","The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.",The review expressed [positive] opinion on [anecdotes]
ASD,"Place should also have a 1,2,3 chili rating to be more authentic...",The review expressed [neutral] opinion on [anecdotes]
ASD,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",The review expressed [negative] opinion on [service]
ASD,Went last Thursday.,The review expressed [neutral] opinion on [anecdotes]
ASD,I love this place more and more everytime i go.,The review expressed [positive] opinion on [anecdotes]
ASD,I go and eat out at many different restaurants and this is one place you have go and try.,The review expressed [positive] opinion on [anecdotes]
ASD,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","The review expressed [negative] opinion on [price], [positive] opinion on [food], [conflict] opinion on [ambience]"
ASD,"We only ordered desserts and drinks, but no refills were offered.",The review expressed [negative] opinion on [service]
ASD,Saul is the best restaurant on Smith Street and in Brooklyn.,The review expressed [positive] opinion on [anecdotes]
ASD,Waiters are slow but sweet.,The review expressed [conflict] opinion on [service]
ASD,"I have been here a few times for dinner, once for brunch and twice for lunch.",The review expressed [neutral] opinion on [anecdotes]
ASD,We went to Ino for Valentines.,The review expressed [neutral] opinion on [anecdotes]
ASD,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",The review expressed [positive] opinion on [food]
ASD,"It was good, but was not what I thought it would be.",The review expressed [conflict] opinion on [anecdotes]
ASD,The music is the best among all the Indian restaurants I have visited.,The review expressed [positive] opinion on [ambience]
ASD,"The bread and lamb chops I had before the meal were quite good, however.",The review expressed [positive] opinion on [food]
ASD,"He always says, I don't have customers.",The review expressed [neutral] opinion on [anecdotes]
ASD,Rao's has the best service and atmosphere in NYC.,"The review expressed [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,instead ordered an ice cold beer which to me works with indian.,The review expressed [neutral] opinion on [anecdotes]
ASD,Good for dates or with friends.,The review expressed [positive] opinion on [anecdotes]
ASD,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",The review expressed [negative] opinion on [service]
ASD,one of the best Chicken Tikka Masala.,The review expressed [positive] opinion on [food]
ASD,"Excellent dumplings served amid clean, chic decor.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"The kitchen however, is almost always slow.",The review expressed [negative] opinion on [service]
ASD,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",The review expressed [positive] opinion on [food]
ASD,"Cute place, nice wait staff but would never go there again.","The review expressed [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,We had a good time.,The review expressed [positive] opinion on [anecdotes]
ASD,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",The review expressed [positive] opinion on [service]
ASD,people are rude bit again it's new york!,The review expressed [conflict] opinion on [service]
ASD,We all felt it was worth it.,The review expressed [positive] opinion on [price]
ASD,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",The review expressed [positive] opinion on [food]
ASD,Service was also horrible and the ambience is not that great.,"The review expressed [negative] opinion on [ambience], [negative] opinion on [service]"
ASD,"Service is great, takeout is good too.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.",The review expressed [neutral] opinion on [anecdotes]
ASD,The pizza is overpriced and soggy.,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",The review expressed [positive] opinion on [price]
ASD,"For the quality of food, a little too expensive.","The review expressed [negative] opinion on [price], [negative] opinion on [food]"
ASD,Came looking for this place because I heard good things.,The review expressed [neutral] opinion on [anecdotes]
ASD,I live on the street this place is on.,The review expressed [neutral] opinion on [anecdotes]
ASD,Horrible.,The review expressed [negative] opinion on [anecdotes]
ASD,Here's to the fake fish tanks too...,The review expressed [negative] opinion on [ambience]
ASD,Its worth the wait though.,The review expressed [positive] opinion on [anecdotes]
ASD,I've never had bad service and the fish is fresh and delicious.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","The review expressed [neutral] opinion on [food], [positive] opinion on [ambience]"
ASD,we decided to eat in tea room which was small and cute.,The review expressed [positive] opinion on [ambience]
ASD,What an amazing meal and experience!,"The review expressed [positive] opinion on [anecdotes], [positive] opinion on [food]"
ASD,Unique apppetizers.,The review expressed [positive] opinion on [food]
ASD,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",The review expressed [positive] opinion on [service]
ASD,IT is the best deal in town for a Monday night dinner at a fine restaurant.,The review expressed [positive] opinion on [price]
ASD,Nothing special about this place.,The review expressed [neutral] opinion on [anecdotes]
ASD,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",The review expressed [negative] opinion on [price]
ASD,and never strayed.,The review expressed [positive] opinion on [anecdotes]
ASD,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",The review expressed [positive] opinion on [ambience]
ASD,Leave the kids at home!,The review expressed [neutral] opinion on [anecdotes]
ASD,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","The review expressed [negative] opinion on [price], [negative] opinion on [anecdotes], [neutral] opinion on [food]"
ASD,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,And all of that won't break your bank!,The review expressed [positive] opinion on [price]
ASD,The Thai food is good.,The review expressed [positive] opinion on [food]
ASD,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,The review expressed [neutral] opinion on [anecdotes]
ASD,"Great selection of wine, and seafood.",The review expressed [positive] opinion on [food]
ASD,delicious.,The review expressed [positive] opinion on [food]
ASD,Acceptable prices.,The review expressed [positive] opinion on [price]
ASD,Big thumbs up!,The review expressed [positive] opinion on [anecdotes]
ASD,we were seated at the sushi bar in front of yasuda.,The review expressed [neutral] opinion on [anecdotes]
ASD,We have lived in Chelsea for two years and have never noticed this restaurant.,The review expressed [neutral] opinion on [anecdotes]
ASD,"As I made the title, it's an affordable restaurant for great taste.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,They even scoop it out nice (for those on a diet) not too much not to little.,The review expressed [positive] opinion on [service]
ASD,Definitely not worth the price!,The review expressed [negative] opinion on [price]
ASD,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,It's easy to get a table for a large group and you don't get hustled out.,The review expressed [positive] opinion on [service]
ASD,Great food at reasonable prices.,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,Salads are a delicious way to begin the meal.,The review expressed [positive] opinion on [food]
ASD,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",The review expressed [positive] opinion on [food]
ASD,That's why you have to pay more for that.,The review expressed [neutral] opinion on [anecdotes]
ASD,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"The review expressed [neutral] opinion on [anecdotes], [positive] opinion on [ambience]"
ASD,I loved it.,The review expressed [positive] opinion on [anecdotes]
ASD,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",The review expressed [neutral] opinion on [anecdotes]
ASD,The prices are about $9 for an entree for dinner and even less for lunch.,The review expressed [positive] opinion on [price]
ASD,and you can't beat the prices.,The review expressed [positive] opinion on [price]
ASD,but I wouldn't wanna live there.,The review expressed [neutral] opinion on [anecdotes]
ASD,Arigato Gozimas Yuka!,The review expressed [neutral] opinion on [anecdotes]
ASD,Should you happen to be impressed by the cuisine definitely try it.,The review expressed [positive] opinion on [food]
ASD,"I had the black cod with yuzu sauce, which was wonderful.",The review expressed [positive] opinion on [food]
ASD,Prices too high for this cramped and unappealing resturant.,"The review expressed [negative] opinion on [price], [negative] opinion on [ambience]"
ASD,Tuk Tuk is one of the rare choices for me to go in Brooklyn.,The review expressed [positive] opinion on [anecdotes]
ASD,This quiet dark asian bistro is well worth the trip.,The review expressed [positive] opinion on [anecdotes]
ASD,I knew upon visiting NYC that I wanted to try an orginal deli.,The review expressed [neutral] opinion on [anecdotes]
ASD,I would highly recommend this place!,The review expressed [positive] opinion on [anecdotes]
ASD,Total hipster-wannabe attitude in an otherwise sweet spot.,"The review expressed [positive] opinion on [ambience], [negative] opinion on [service]"
ASD,"Yes, there might be a wait if you have no reservations.",The review expressed [negative] opinion on [service]
ASD,Thank You Emilio.,The review expressed [positive] opinion on [anecdotes]
ASD,First of all Dal Bukhara Rocks.,The review expressed [positive] opinion on [anecdotes]
ASD,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,- i asked for them spicy and they were delicious).,The review expressed [positive] opinion on [food]
ASD,"It is terrific, as is the value.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,The review expressed [positive] opinion on [food]
ASD,Downstairs lounge is always a good attraction,The review expressed [positive] opinion on [ambience]
ASD,The menu prices are a bit expensive for what you get in quality and portion size.,"The review expressed [negative] opinion on [price], [negative] opinion on [food]"
ASD,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",The review expressed [negative] opinion on [service]
ASD,The takeout is great too since they give high quality tupperware as well.,The review expressed [positive] opinion on [service]
ASD,"The food was not fresh, the sauces were bland and very oily.",The review expressed [negative] opinion on [food]
ASD,"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.",The review expressed [positive] opinion on [anecdotes]
ASD,Could be pricey without a prix fixe meal.,The review expressed [negative] opinion on [price]
ASD,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,The review expressed [positive] opinion on [ambience]
ASD,I would defiantly come back here again as one of my top choices.,The review expressed [positive] opinion on [anecdotes]
ASD,One of us actually liked the expresso - that's it.,The review expressed [conflict] opinion on [food]
ASD,Everyone was more then happy with his choices.,The review expressed [positive] opinion on [service]
ASD,"Again, the waitress was awesome.",The review expressed [positive] opinion on [service]
ASD,Worth the trip from Manhattan.,The review expressed [positive] opinion on [anecdotes]
ASD,I loved everythig about it-especially the shows and actors.,"The review expressed [positive] opinion on [anecdotes], [positive] opinion on [ambience]"
ASD,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"The food was just OK, I would never go back.","The review expressed [negative] opinion on [anecdotes], [neutral] opinion on [food]"
ASD,Zero ambiance to boot.,The review expressed [negative] opinion on [ambience]
ASD,Got a little loud after 8pm when the joint got full.,The review expressed [negative] opinion on [ambience]
ASD,Scalina Fedeli reminded me why service is so integral to fine dining.,The review expressed [positive] opinion on [service]
ASD,i recommend the thai popcorn :),The review expressed [positive] opinion on [food]
ASD,I can't wait for the nex time.,The review expressed [positive] opinion on [anecdotes]
ASD,"Everything looks great, the drinks, the decor, the food, even the people.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,As soon as my father lifted his pen from the check a chef appeared to usher us out.,The review expressed [negative] opinion on [service]
ASD,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,The review expressed [positive] opinion on [food]
ASD,Great neighborhood joint.,The review expressed [positive] opinion on [anecdotes]
ASD,The tuna and wasabe potatoes are excellent.,The review expressed [positive] opinion on [food]
ASD,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,The review expressed [negative] opinion on [service]
ASD,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,"The review expressed [neutral] opinion on [anecdotes], [positive] opinion on [food]"
ASD,Ummm...the beer was cold.,The review expressed [positive] opinion on [food]
ASD,I take all my NYC guests to VT's.,The review expressed [positive] opinion on [anecdotes]
ASD,"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!",The review expressed [conflict] opinion on [ambience]
ASD,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"Good crowd, good outdoor seating, with a hip japanese vibe.",The review expressed [positive] opinion on [ambience]
ASD,"Even with the prix fixe pricing, this restaurant is not worth it.",The review expressed [negative] opinion on [anecdotes]
ASD,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",The review expressed [negative] opinion on [service]
ASD,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",The review expressed [positive] opinion on [anecdotes]
ASD,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.","The review expressed [positive] opinion on [anecdotes], [positive] opinion on [ambience]"
ASD,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,"The view is spectacular, and the food is great.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.","The review expressed [neutral] opinion on [anecdotes], [conflict] opinion on [ambience]"
ASD,Good bagels and good cream cheese.,The review expressed [positive] opinion on [food]
ASD,"The food is wonderful, tasty and filling, and the service is professional and friendly.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,It is also extremely well priced.,The review expressed [positive] opinion on [price]
ASD,Always great service!,The review expressed [positive] opinion on [service]
ASD,I am happy i did the food was awsome.,The review expressed [positive] opinion on [food]
ASD,I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,The review expressed [positive] opinion on [anecdotes]
ASD,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",The review expressed [negative] opinion on [food]
ASD,A bit breezy up there on the mezzanine from the wind coming from the tracks.,"The review expressed [neutral] opinion on [anecdotes], [negative] opinion on [ambience]"
ASD,I went to DF for Valentines Day dinner.,The review expressed [neutral] opinion on [anecdotes]
ASD,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",The review expressed [positive] opinion on [food]
ASD,I LOVED THE SHOWS.,"The review expressed [positive] opinion on [anecdotes], [positive] opinion on [ambience]"
ASD,"and i have been around the block, to say the very least.",The review expressed [neutral] opinion on [anecdotes]
ASD,We could have made a meal of the yummy dumplings from the dumpling menu.,The review expressed [positive] opinion on [food]
ASD,The aesthetics of this place are like an airport lounge.,The review expressed [negative] opinion on [ambience]
ASD,"Then, get ripped on free box wine.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,"The review expressed [positive] opinion on [anecdotes], [positive] opinion on [food]"
ASD,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,The food itself was just ok - nothing spectacular - but the service was awful.,"The review expressed [neutral] opinion on [food], [negative] opinion on [service]"
ASD,The pizza is yummy and I like the atmoshpere.,"The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",The review expressed [neutral] opinion on [anecdotes]
ASD,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,Give it a try and enjoy.,The review expressed [positive] opinion on [anecdotes]
ASD,Good food.,The review expressed [positive] opinion on [food]
ASD,...and that's saying a lot.,The review expressed [neutral] opinion on [anecdotes]
ASD,"those rolls were big, but not good and sashimi wasn't fresh.",The review expressed [negative] opinion on [food]
ASD,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",The review expressed [positive] opinion on [food]
ASD,The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,The review expressed [negative] opinion on [anecdotes]
ASD,if your into thai..you cannot miss this great restaurant.,The review expressed [positive] opinion on [anecdotes]
ASD,"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!",The review expressed [positive] opinion on [anecdotes]
ASD,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","The review expressed [conflict] opinion on [price], [positive] opinion on [food]"
ASD,"However, go for the ambience, and consider the food just a companion for a trip across the world!","The review expressed [negative] opinion on [food], [positive] opinion on [ambience]"
ASD,I think this is one of the more underrated places in the city.,The review expressed [positive] opinion on [anecdotes]
ASD,for out-of-towners who will get a big thrill out of the location!,The review expressed [positive] opinion on [anecdotes]
ASD,Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,The review expressed [positive] opinion on [anecdotes]
ASD,Food was good not great not worth the wait or another visit,"The review expressed [conflict] opinion on [food], [negative] opinion on [service]"
ASD,I go at least 3 times a month and have never been disappointed.,The review expressed [positive] opinion on [anecdotes]
ASD,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",The review expressed [neutral] opinion on [anecdotes]
ASD,I think the restaurant was too loud (when full) to be romantic.,The review expressed [negative] opinion on [ambience]
ASD,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",The review expressed [positive] opinion on [anecdotes]
ASD,"When you want a piece of beef, head on over.",The review expressed [positive] opinion on [food]
ASD,"Delicate spices, onions, eggs and a kick-ass roti.",The review expressed [positive] opinion on [food]
ASD,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"I actually gave Patroon another chance before writing this, but the second visit was even worse.",The review expressed [negative] opinion on [anecdotes]
ASD,"Also, if you don't want to sit at a certain table, you don't have to!","The review expressed [neutral] opinion on [anecdotes], [positive] opinion on [service]"
ASD,Unbelievable.,The review expressed [positive] opinion on [anecdotes]
ASD,A little pricey but it really hits the spot on a Sunday morning!,"The review expressed [negative] opinion on [price], [positive] opinion on [anecdotes]"
ASD,I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,The review expressed [neutral] opinion on [anecdotes]
ASD,The menu has lots of options: I hope to go back to try those potato pancakes.,The review expressed [positive] opinion on [food]
ASD,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,The review expressed [positive] opinion on [anecdotes]
ASD,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.","The review expressed [positive] opinion on [anecdotes], [negative] opinion on [service]"
ASD,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.","The review expressed [positive] opinion on [anecdotes], [positive] opinion on [food]"
ASD,This restaurant was way overhyped.,The review expressed [negative] opinion on [anecdotes]
ASD,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,"The review expressed [negative] opinion on [anecdotes], [negative] opinion on [service]"
ASD,Delicious crab cakes too.,The review expressed [positive] opinion on [food]
ASD,"Now at the top of our list, Del Frisco's Steakhouse.",The review expressed [positive] opinion on [anecdotes]
ASD,I cannot imagine you not rushing out to eat there.,The review expressed [positive] opinion on [anecdotes]
ASD,This was the worst dining experience I've ever had.,The review expressed [negative] opinion on [anecdotes]
ASD,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,The review expressed [positive] opinion on [service]
ASD,Just bring someone who speaks Cantonese because waiter may not understand you.,The review expressed [negative] opinion on [service]
ASD,I thought I had died and gone to heaven.,The review expressed [positive] opinion on [anecdotes]
ASD,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.",The review expressed [neutral] opinion on [anecdotes]
ASD,The bruschetta and panini's are so yummy!,The review expressed [positive] opinion on [food]
ASD,"Food was okay, nothing great.",The review expressed [neutral] opinion on [food]
ASD,Every waitress and customer who passed by me bumped into my chair.,The review expressed [negative] opinion on [anecdotes]
ASD,I have been going there since it opened and I can't get enough.,The review expressed [positive] opinion on [anecdotes]
ASD,"Always popular, always full, always a wait.",The review expressed [conflict] opinion on [ambience]
ASD,"In fact, you can't miss it.",The review expressed [positive] opinion on [anecdotes]
ASD,I recently tried Suan and I thought that it was great.,The review expressed [positive] opinion on [anecdotes]
ASD,A little noise but I think that was because of our party!,The review expressed [conflict] opinion on [ambience]
ASD,It is run by the same Sichuan chef who started the chain in Chinatown.,The review expressed [neutral] opinion on [anecdotes]
ASD,Get the feeling they settled into a groove a while ago.,The review expressed [neutral] opinion on [anecdotes]
ASD,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",The review expressed [negative] opinion on [food]
ASD,"I can't wait for summer, when they serve outside on their gigantic patio.",The review expressed [positive] opinion on [ambience]
ASD,Best Pastrami I ever had and great portion without being ridiculous.,The review expressed [positive] opinion on [food]
ASD,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",The review expressed [neutral] opinion on [food]
ASD,go here for the drinks!,The review expressed [positive] opinion on [food]
ASD,"I don't get it, what's so special about Prune ?",The review expressed [negative] opinion on [anecdotes]
ASD,I'd definitely recommend this little place.,The review expressed [positive] opinion on [anecdotes]
ASD,"Again, if you are in this neighborhood - by all means, come here.",The review expressed [positive] opinion on [anecdotes]
ASD,"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",The review expressed [conflict] opinion on [food]
ASD,"Butter was melted, white wine warm, cheese oozing everywhere.",The review expressed [negative] opinion on [food]
